Domain,Entity,Flow Name,Archetype,tRPC,Type,Procedure Wrapper,Permissions,Permission Mode,Roles,UI Entry Paths,Business Purpose (from code docs),Client References,Related Entities,Implementation Status,Documentation Status,QA Status (Code-Level),Known Issues / Uncertainties,Router File,File Tag
Admin/Settings,featureFlags,Get All,View/Search/Report,featureFlags.getAll,query,adminProcedure,,,Authenticated user,/settings/feature-flags,/** Get all flags (admin view),client/src/pages/settings/FeatureFlagsPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/featureFlags.ts,prod
Admin/Settings,featureFlags,Get By Id,View/Search/Report,featureFlags.getById,query,adminProcedure,,,Authenticated user,/settings/feature-flags,/** Get a single flag by ID,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/featureFlags.ts,prod
Admin/Settings,featureFlags,Get By Key,View/Search/Report,featureFlags.getByKey,query,adminProcedure,,,Authenticated user,/settings/feature-flags,/** Get a single flag by key,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/featureFlags.ts,prod
Admin/Settings,featureFlags,Get By Module,View/Search/Report,featureFlags.getByModule,query,adminProcedure,,,Authenticated user,/settings/feature-flags,/** Get flags by module,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/featureFlags.ts,prod
Admin/Settings,featureFlags,Create,Create,featureFlags.create,mutation,adminProcedure,,,Authenticated user,/settings/feature-flags,/** Create a new flag,client/src/pages/settings/FeatureFlagsPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/featureFlags.ts,prod
Admin/Settings,featureFlags,Update,Update,featureFlags.update,mutation,adminProcedure,,,Authenticated user,/settings/feature-flags,/** Update an existing flag,client/src/pages/settings/FeatureFlagsPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/featureFlags.ts,prod
Admin/Settings,featureFlags,Delete,Delete/Archive,featureFlags.delete,mutation,adminProcedure,,,Authenticated user,/settings/feature-flags,/** Delete a flag (soft delete),,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/featureFlags.ts,prod
Admin/Settings,featureFlags,Toggle System Enabled,Update,featureFlags.toggleSystemEnabled,mutation,adminProcedure,,,Authenticated user,/settings/feature-flags,/** Toggle system enabled status,client/src/pages/settings/FeatureFlagsPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/featureFlags.ts,prod
Admin/Settings,featureFlags,Get Role Overrides,View/Search/Report,featureFlags.getRoleOverrides,query,adminProcedure,,,Authenticated user,/settings/feature-flags,/** Get all role overrides for a flag,client/src/pages/settings/FeatureFlagsPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/featureFlags.ts,prod
Admin/Settings,featureFlags,Set Role Override,Update,featureFlags.setRoleOverride,mutation,adminProcedure,,,Authenticated user,/settings/feature-flags,/** Set a role override,client/src/pages/settings/FeatureFlagsPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/featureFlags.ts,prod
Admin/Settings,featureFlags,Remove Role Override,Delete/Archive,featureFlags.removeRoleOverride,mutation,adminProcedure,,,Authenticated user,/settings/feature-flags,/** Remove a role override,client/src/pages/settings/FeatureFlagsPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/featureFlags.ts,prod
Admin/Settings,featureFlags,Get User Overrides,View/Search/Report,featureFlags.getUserOverrides,query,adminProcedure,,,Authenticated user,/settings/feature-flags,/** Get all user overrides for a flag,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/featureFlags.ts,prod
Admin/Settings,featureFlags,Set User Override,Update,featureFlags.setUserOverride,mutation,adminProcedure,,,Authenticated user,/settings/feature-flags,"/** Set a user override CRITICAL: userOpenId is a string (openId), NOT a numeric id",client/src/pages/settings/FeatureFlagsPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/featureFlags.ts,prod
Admin/Settings,featureFlags,Remove User Override,Delete/Archive,featureFlags.removeUserOverride,mutation,adminProcedure,,,Authenticated user,/settings/feature-flags,/** Remove a user override,client/src/pages/settings/FeatureFlagsPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/featureFlags.ts,prod
Admin/Settings,featureFlags,Get Audit History,View/Search/Report,featureFlags.getAuditHistory,query,adminProcedure,,,Authenticated user,/settings/feature-flags,/** Get audit history for a flag or all flags,client/src/pages/settings/FeatureFlagsPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/featureFlags.ts,prod
Admin/Settings,featureFlags,Test Evaluation,View/Search,featureFlags.testEvaluation,query,adminProcedure,,,Authenticated user,/settings/feature-flags,/** Test flag evaluation for a specific user (admin debugging),,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/featureFlags.ts,prod
Admin/Settings,featureFlags,Invalidate All Caches,Action/Operation,featureFlags.invalidateAllCaches,mutation,adminProcedure,,,Authenticated user,/settings/feature-flags,/** Invalidate all caches (admin utility),client/src/pages/settings/FeatureFlagsPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/featureFlags.ts,prod
Admin/Settings,featureFlags,Seed Defaults,Create,featureFlags.seedDefaults,mutation,adminProcedure,,,Authenticated user,/settings/feature-flags,/** Seed default feature flags (admin utility) Idempotent - only creates flags that don't exist,client/src/pages/settings/FeatureFlagsPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/featureFlags.ts,prod
Workflow/Productivity,freeformNotes,List,View/Search/Report,freeformNotes.list,query,protectedProcedure,notes:read,all,Super Admin (or legacy-admin bypass),,Get all notes for user,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/freeformNotes.ts,prod
Workflow/Productivity,freeformNotes,Get By Id,View/Search/Report,freeformNotes.getById,query,protectedProcedure,notes:read,all,Super Admin (or legacy-admin bypass),,Get single note by ID,client/src/components/dashboard/widgets-v2/FreeformNoteWidget.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/freeformNotes.ts,prod
Workflow/Productivity,freeformNotes,Create,Create,freeformNotes.create,mutation,protectedProcedure,notes:create,all,"Super Admin, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service",,Create new note,client/src/components/dashboard/widgets-v2/FreeformNoteWidget.tsx,,Client-wired,In code only,Not reviewed,,server/routers/freeformNotes.ts,prod
Workflow/Productivity,freeformNotes,Update,Update,freeformNotes.update,mutation,protectedProcedure,notes:update,all,"Super Admin, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service",,Update note,client/src/components/dashboard/widgets-v2/FreeformNoteWidget.tsx,,Client-wired,In code only,Not reviewed,,server/routers/freeformNotes.ts,prod
Workflow/Productivity,freeformNotes,Delete,Delete/Archive,freeformNotes.delete,mutation,protectedProcedure,notes:delete,all,Super Admin (or legacy-admin bypass),,Delete note,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/freeformNotes.ts,prod
Workflow/Productivity,freeformNotes,Toggle Pin,Update,freeformNotes.togglePin,mutation,protectedProcedure,notes:read,all,Super Admin (or legacy-admin bypass),,Toggle pin,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/freeformNotes.ts,prod
Workflow/Productivity,freeformNotes,Toggle Archive,Update,freeformNotes.toggleArchive,mutation,protectedProcedure,notes:read,all,Super Admin (or legacy-admin bypass),,Toggle archive,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/freeformNotes.ts,prod
Workflow/Productivity,freeformNotes,Share,Action/Operation,freeformNotes.share,mutation,protectedProcedure,notes:read,all,Super Admin (or legacy-admin bypass),,Share note,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/freeformNotes.ts,prod
Workflow/Productivity,freeformNotes,Update Last Viewed,Update,freeformNotes.updateLastViewed,mutation,protectedProcedure,notes:update,all,"Super Admin, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service",,Update last viewed,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/freeformNotes.ts,prod
Workflow/Productivity,freeformNotes,Search,View/Search/Report,freeformNotes.search,query,protectedProcedure,notes:read,all,Super Admin (or legacy-admin bypass),,Search notes,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/freeformNotes.ts,prod
Workflow/Productivity,freeformNotes,Get By Template,View/Search/Report,freeformNotes.getByTemplate,query,protectedProcedure,notes:read,all,Super Admin (or legacy-admin bypass),,Get notes by template,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/freeformNotes.ts,prod
Workflow/Productivity,freeformNotes,Get By Tag,View/Search/Report,freeformNotes.getByTag,query,protectedProcedure,notes:read,all,Super Admin (or legacy-admin bypass),,Get notes by tag,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/freeformNotes.ts,prod
Workflow/Productivity,freeformNotes,List,View/Search/Report,freeformNotes.list,query,protectedProcedure,notes:read,all,Super Admin (or legacy-admin bypass),,,,,API-only / Unreferenced in client,Not documented,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/freeformNotes.ts,prod
Workflow/Productivity,freeformNotes,Add,Create,freeformNotes.add,mutation,protectedProcedure,notes:create,all,"Super Admin, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service",,,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/freeformNotes.ts,prod
Workflow/Productivity,freeformNotes,Resolve,Action/Operation,freeformNotes.resolve,mutation,protectedProcedure,notes:read,all,Super Admin (or legacy-admin bypass),,,,,API-only / Unreferenced in client,Not documented,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/freeformNotes.ts,prod
Workflow/Productivity,freeformNotes,List,View/Search/Report,freeformNotes.list,query,protectedProcedure,notes:read,all,Super Admin (or legacy-admin bypass),,,,,API-only / Unreferenced in client,Not documented,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/freeformNotes.ts,prod
Other,health,Check,View/Search,health.check,query,publicProcedure,,,Public (no auth),,"/** Comprehensive health check Checks database, memory, connection pool, and external services",,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/health.ts,prod
Other,health,Liveness,View/Search,health.liveness,query,publicProcedure,,,Public (no auth),,/** Simple liveness check Returns OK if the server is running - used for container health probes,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/health.ts,prod
Other,health,Readiness,View/Search,health.readiness,query,publicProcedure,,,Public (no auth),,"/** Readiness check Returns OK if the server can handle requests (database connected, memory ok) Used for load balancer health checks",,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/health.ts,prod
Other,health,Metrics,View/Search,health.metrics,query,publicProcedure,,,Public (no auth),,/** Runtime metrics Returns detailed metrics for monitoring dashboards,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/health.ts,prod
Other,inbox,Get My Items,View/Search/Report,inbox.getMyItems,query,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),/inbox,Inbox Router API endpoints for unified inbox management PERF-003: Added pagination support,client/src/components/inbox/InboxPanel.tsx; client/src/components/inbox/InboxWidget.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/inbox.ts,prod
Other,inbox,Get Unread,View/Search/Report,inbox.getUnread,query,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),/inbox,Inbox Router API endpoints for unified inbox management PERF-003: Added pagination support,client/src/components/inbox/InboxPanel.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/inbox.ts,prod
Other,inbox,Get By Status,View/Search/Report,inbox.getByStatus,query,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),/inbox,Inbox Router API endpoints for unified inbox management PERF-003: Added pagination support,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/inbox.ts,prod
Other,inbox,Get By Id,View/Search/Report,inbox.getById,query,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),/inbox,Get a specific inbox item,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/inbox.ts,prod
Other,inbox,Mark As Seen,Update,inbox.markAsSeen,mutation,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),/inbox,Mark item as seen,client/src/components/inbox/InboxItem.tsx; client/src/components/inbox/InboxWidget.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/inbox.ts,prod
Other,inbox,Mark As Completed,Update,inbox.markAsCompleted,mutation,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),/inbox,Mark item as completed,client/src/components/inbox/InboxItem.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/inbox.ts,prod
Other,inbox,Mark As Unread,Update,inbox.markAsUnread,mutation,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),/inbox,Mark item as unread,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/inbox.ts,prod
Other,inbox,Archive,Delete/Archive,inbox.archive,mutation,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),/inbox,Archive an item,client/src/components/inbox/InboxItem.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/inbox.ts,prod
Other,inbox,Unarchive,Action/Operation,inbox.unarchive,mutation,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),/inbox,Unarchive an item,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/inbox.ts,prod
Other,inbox,Delete,Delete/Archive,inbox.delete,mutation,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),/inbox,Delete an inbox item,client/src/components/inbox/InboxItem.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/inbox.ts,prod
Other,inbox,Get Stats,View/Search/Report,inbox.getStats,query,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),/inbox,Get inbox statistics,client/src/components/inbox/InboxPanel.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/inbox.ts,prod
Other,inbox,Bulk Mark As Seen,Action/Operation,inbox.bulkMarkAsSeen,mutation,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),/inbox,Bulk mark items as seen,client/src/components/inbox/InboxPanel.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/inbox.ts,prod
Other,inbox,Bulk Mark As Completed,Action/Operation,inbox.bulkMarkAsCompleted,mutation,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),/inbox,Bulk mark items as completed,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/inbox.ts,prod
Other,inbox,Auto Archive Old,Action/Operation,inbox.autoArchiveOld,mutation,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),/inbox,Auto-archive old completed items,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/inbox.ts,prod
Inventory,inventory,Upload Media,Action/Operation,inventory.uploadMedia,mutation,protectedProcedure,inventory:update,all,"Super Admin, Operations Manager, Inventory Manager","/inventory, /inventory/:id",BUG-004: File upload endpoint for media files,client/src/components/inventory/BatchMediaUpload.tsx; client/src/components/inventory/PurchaseModal.tsx,,Client-wired,In code only,Not reviewed,,server/routers/inventory.ts,prod
Inventory,inventory,List,View/Search/Report,inventory.list,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor","/inventory, /inventory/:id",✅ ENHANCED: TERP-INIT-005 Phase 4 - Cursor-based pagination,client/src/components/locations/AssignBatchDialog.tsx; client/src/pages/Inventory.tsx; client/src/pages/PurchaseOrdersPage.tsx; client/src/pages/VendorsPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/inventory.ts,prod
Inventory,inventory,Dashboard Stats,View/Search/Report,inventory.dashboardStats,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor","/inventory, /inventory/:id",Get dashboard statistics,client/src/pages/Inventory.tsx,,Client-wired,In code only,Not reviewed,,server/routers/inventory.ts,prod
Inventory,inventory,Get By Id,View/Search/Report,inventory.getById,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor","/inventory, /inventory/:id",✅ BUG-041 FIX: Always return arrays for locations and auditLogs (never undefined),client/src/components/inventory/BatchDetailDrawer.tsx; client/src/components/inventory/EditBatchModal.tsx,,Client-wired,In code only,Not reviewed,,server/routers/inventory.ts,prod
Inventory,inventory,Intake,Action/Operation,inventory.intake,mutation,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor","/inventory, /inventory/:id",✅ ENHANCED: TERP-INIT-005 Phase 2 - Comprehensive validation,client/src/components/inventory/PurchaseModal.tsx; client/src/components/spreadsheet/IntakeGrid.tsx,,Client-wired,In code only,Not reviewed,,server/routers/inventory.ts,prod
Inventory,inventory,Update Status,Update,inventory.updateStatus,mutation,protectedProcedure,inventory:update,all,"Super Admin, Operations Manager, Inventory Manager","/inventory, /inventory/:id",✅ ENHANCED: TERP-INIT-005 Phase 2 - Comprehensive validation,client/src/components/inventory/EditBatchModal.tsx; client/src/components/spreadsheet/InventoryGrid.tsx,,Client-wired,In code only,Not reviewed,,server/routers/inventory.ts,prod
Inventory,inventory,Adjust Qty,Action/Operation,inventory.adjustQty,mutation,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor","/inventory, /inventory/:id",Adjust batch quantity,client/src/components/spreadsheet/InventoryGrid.tsx,,Client-wired,In code only,Not reviewed,,server/routers/inventory.ts,prod
Inventory,inventory,Update Batch,Update,inventory.updateBatch,mutation,protectedProcedure,inventory:update,all,"Super Admin, Operations Manager, Inventory Manager","/inventory, /inventory/:id","TERP-SS-009: Update batch fields (ticket/unitCogs, notes) for spreadsheet editing",client/src/components/spreadsheet/InventoryGrid.tsx,,Client-wired,In code only,Not reviewed,,server/routers/inventory.ts,prod
Inventory,inventory,Vendors,View/Search,inventory.vendors,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor","/inventory, /inventory/:id",Get vendors (for autocomplete),client/src/components/inventory/PurchaseModal.tsx,,Client-wired,In code only,Not reviewed,,server/routers/inventory.ts,prod
Inventory,inventory,Brands,View/Search,inventory.brands,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor","/inventory, /inventory/:id",Get brands (for autocomplete),client/src/components/inventory/PurchaseModal.tsx,,Client-wired,In code only,Not reviewed,,server/routers/inventory.ts,prod
Inventory,inventory,Get Batches By Vendor,View/Search/Report,inventory.getBatchesByVendor,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor","/inventory, /inventory/:id",_Requirements: 7.1_,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/inventory.ts,prod
Inventory,inventory,Seed,Create,inventory.seed,mutation,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor","/inventory, /inventory/:id",Seed inventory data,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/inventory.ts,prod
Inventory,inventory,List,View/Search/Report,inventory.list,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor","/inventory, /inventory/:id",Get all views for current user,client/src/components/locations/AssignBatchDialog.tsx; client/src/pages/Inventory.tsx; client/src/pages/PurchaseOrdersPage.tsx; client/src/pages/VendorsPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/inventory.ts,prod
Inventory,inventory,Save,Action/Operation,inventory.save,mutation,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor","/inventory, /inventory/:id",Save a new view,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/inventory.ts,prod
Inventory,inventory,Delete,Delete/Archive,inventory.delete,mutation,protectedProcedure,inventory:delete,all,Super Admin,"/inventory, /inventory/:id",Delete a view,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/inventory.ts,prod
Inventory,inventory,Update Status,Update,inventory.updateStatus,mutation,protectedProcedure,inventory:update,all,"Super Admin, Operations Manager, Inventory Manager","/inventory, /inventory/:id",Bulk update status,client/src/components/inventory/EditBatchModal.tsx; client/src/components/spreadsheet/InventoryGrid.tsx,,Client-wired,In code only,Not reviewed,,server/routers/inventory.ts,prod
Inventory,inventory,Delete,Delete/Archive,inventory.delete,mutation,protectedProcedure,inventory:delete,all,Super Admin,"/inventory, /inventory/:id",Bulk delete,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/inventory.ts,prod
Inventory,inventory,Batch,View/Search,inventory.batch,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor","/inventory, /inventory/:id",Get batch profitability,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/inventory.ts,prod
Inventory,inventory,Top,View/Search,inventory.top,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor","/inventory, /inventory/:id",Get top profitable batches,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/inventory.ts,prod
Inventory,inventory,Summary,View/Search/Report,inventory.summary,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor","/inventory, /inventory/:id",Get overall summary,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/inventory.ts,prod
Inventory,inventoryMovements,Record,Action/Operation,inventoryMovements.record,mutation,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,Inventory Movements Router API endpoints for inventory movement tracking and management,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/inventoryMovements.ts,prod
Inventory,inventoryMovements,Decrease,Action/Operation,inventoryMovements.decrease,mutation,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,Inventory Movements Router API endpoints for inventory movement tracking and management,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/inventoryMovements.ts,prod
Inventory,inventoryMovements,Increase,Action/Operation,inventoryMovements.increase,mutation,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,Increase inventory (for refunds),,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/inventoryMovements.ts,prod
Inventory,inventoryMovements,Adjust,Action/Operation,inventoryMovements.adjust,mutation,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,Adjust inventory (manual adjustment),,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/inventoryMovements.ts,prod
Inventory,inventoryMovements,Get By Batch,View/Search/Report,inventoryMovements.getByBatch,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,Get movements for a batch,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/inventoryMovements.ts,prod
Inventory,inventoryMovements,Get By Reference,View/Search/Report,inventoryMovements.getByReference,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,Get movements by reference,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/inventoryMovements.ts,prod
Inventory,inventoryMovements,Validate Availability,View/Search,inventoryMovements.validateAvailability,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,Validate inventory availability,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/inventoryMovements.ts,prod
Inventory,inventoryMovements,Get Summary,View/Search/Report,inventoryMovements.getSummary,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,Get movement summary for a batch,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/inventoryMovements.ts,prod
Inventory,inventoryMovements,Reverse,Action/Operation,inventoryMovements.reverse,mutation,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,Reverse a movement,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/inventoryMovements.ts,prod
Accounting,invoices,List,View/Search/Report,invoices.list,query,protectedProcedure,accounting:read,all,Super Admin (or legacy-admin bypass),/accounting/invoices,/** List invoices with optional filters,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/invoices.ts,prod
Accounting,invoices,Get By Id,View/Search/Report,invoices.getById,query,protectedProcedure,accounting:read,all,Super Admin (or legacy-admin bypass),/accounting/invoices,/** Get invoice by ID with line items,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/invoices.ts,prod
