Domain,Entity,Flow Name,Archetype,tRPC Procedure,Type,Procedure Wrapper,Permissions,Permission Mode,Roles,UI Entry Paths,Business Purpose,Implementation Status,Known Issues,Router File
Deprecated,Vendors,Get All Vendors,View/Search,vendors.getAll,query,publicProcedure,(none),all,All Users,/vendors,Get all vendors (DEPRECATED - use clients.list),Deprecated,,server/routers/vendors.ts
Deprecated,Vendors,Get Vendor By ID,View/Search,vendors.getById,query,publicProcedure,(none),all,All Users,/vendors/:id,Get vendor by ID (DEPRECATED - use clients.getById),Deprecated,,server/routers/vendors.ts
Deprecated,Vendors,Search Vendors,View/Search,vendors.search,query,publicProcedure,(none),all,All Users,/vendors,Search vendors (DEPRECATED),Deprecated,,server/routers/vendors.ts
Deprecated,Vendors,Create Vendor,Create,vendors.create,mutation,publicProcedure,(none),all,All Users,/vendors/new,Create vendor (DEPRECATED - use clients.create),Deprecated,,server/routers/vendors.ts
Deprecated,Vendors,Update Vendor,Update,vendors.update,mutation,publicProcedure,(none),all,All Users,/vendors/:id,Update vendor (DEPRECATED - use clients.update),Deprecated,,server/routers/vendors.ts
Deprecated,Vendors,Delete Vendor,Delete,vendors.delete,mutation,publicProcedure,(none),all,All Users,/vendors/:id,Delete vendor (DEPRECATED - use clients.delete),Deprecated,,server/routers/vendors.ts
VIP Portal,VIP Core,VIP Login,Action,vipPortal.login,mutation,publicProcedure,(none),all,VIP Client,/vip-portal/login,VIP client login,Client-wired,,server/routers/vipPortal.ts
VIP Portal,VIP Core,VIP Logout,Action,vipPortal.logout,mutation,publicProcedure,(none),all,VIP Client,/vip-portal,VIP client logout,Client-wired,,server/routers/vipPortal.ts
VIP Portal,VIP Core,Verify Session,View/Search,vipPortal.verifySession,query,publicProcedure,(none),all,VIP Client,/vip-portal,Verify VIP session token,Client-wired,,server/routers/vipPortal.ts
VIP Portal,VIP Core,Get Summary,Report,vipPortal.getSummary,query,vipPortalProcedure,(none),all,VIP Client,/vip-portal/dashboard,Get VIP dashboard summary,Client-wired,,server/routers/vipPortal.ts
VIP Portal,VIP Core,Get KPIs,Report,vipPortal.getKPIs,query,vipPortalProcedure,(none),all,VIP Client,/vip-portal/dashboard,Get VIP KPIs,Client-wired,,server/routers/vipPortal.ts
VIP Portal,VIP Core,Get Leaderboard,Report,vipPortal.getLeaderboard,query,vipPortalProcedure,(none),all,VIP Client,/vip-portal/dashboard,Get VIP leaderboard position,Client-wired,,server/routers/vipPortal.ts
VIP Portal,VIP Core,Get History,View/Search,vipPortal.getHistory,query,vipPortalProcedure,(none),all,VIP Client,/vip-portal,Get transaction history,Client-wired,,server/routers/vipPortal.ts
VIP Portal,VIP Core,Get Invoices,View/Search,vipPortal.getInvoices,query,vipPortalProcedure,(none),all,VIP Client,/vip-portal,Get VIP invoices,Client-wired,,server/routers/vipPortal.ts
VIP Portal,VIP Core,Get Needs,View/Search,vipPortal.getNeeds,query,vipPortalProcedure,(none),all,VIP Client,/vip-portal,Get VIP needs,Client-wired,,server/routers/vipPortal.ts
VIP Portal,VIP Core,Create Need,Create,vipPortal.createNeed,mutation,vipPortalProcedure,(none),all,VIP Client,/vip-portal,Create client need from portal,Client-wired,,server/routers/vipPortal.ts
VIP Portal,VIP Core,Create Supply,Create,vipPortal.createSupply,mutation,vipPortalProcedure,(none),all,VIP Client,/vip-portal,Create vendor supply from portal,Client-wired,,server/routers/vipPortal.ts
VIP Portal,VIP Admin,List VIP Clients,View/Search,vipPortalAdmin.listVipClients,query,protectedProcedure,(none),all,Super Admin,/admin/vip-portal,List all VIP-enabled clients,Client-wired,,server/routers/vipPortalAdmin.ts
VIP Portal,VIP Admin,Enable VIP Portal,Action,vipPortalAdmin.enableVipPortal,mutation,protectedProcedure,(none),all,Super Admin,/clients/:id,Enable VIP portal for client,Client-wired,,server/routers/vipPortalAdmin.ts
VIP Portal,VIP Admin,Disable VIP Portal,Action,vipPortalAdmin.disableVipPortal,mutation,protectedProcedure,(none),all,Super Admin,/clients/:id,Disable VIP portal for client,Client-wired,,server/routers/vipPortalAdmin.ts
VIP Portal,VIP Admin,Impersonate Client,Action,vipPortalAdmin.impersonate,mutation,protectedProcedure,(none),all,Super Admin,/admin/vip-portal,Impersonate VIP client,Client-wired,,server/routers/vipPortalAdmin.ts
VIP Portal,VIP Admin,Get VIP Config,View/Search,vipPortalAdmin.getConfig,query,protectedProcedure,(none),all,Super Admin,/clients/:id/vip-config,Get client VIP configuration,Client-wired,,server/routers/vipPortalAdmin.ts
VIP Portal,VIP Admin,Update VIP Config,Update,vipPortalAdmin.updateConfig,mutation,protectedProcedure,(none),all,Super Admin,/clients/:id/vip-config,Update client VIP configuration,Client-wired,,server/routers/vipPortalAdmin.ts
VIP Portal,VIP Tiers,List Tiers,View/Search,vipTiers.list,query,protectedProcedure,(none),all,Super Admin,/admin/vip-tiers,List VIP tier definitions,Client-wired,,server/routers/vipTiers.ts
VIP Portal,VIP Tiers,Create Tier,Create,vipTiers.create,mutation,adminProcedure,(none),all,Super Admin,/admin/vip-tiers,Create VIP tier,Client-wired,,server/routers/vipTiers.ts
VIP Portal,VIP Tiers,Get Client Status,View/Search,vipTiers.getClientStatus,query,protectedProcedure,(none),all,All Users,/clients/:id,Get client VIP tier status,Client-wired,,server/routers/vipTiers.ts
VIP Portal,VIP Tiers,Override Client Tier,Action,vipTiers.overrideClientTier,mutation,adminProcedure,(none),all,Super Admin,/clients/:id,Override client VIP tier,Client-wired,,server/routers/vipTiers.ts
VIP Portal,VIP Tiers,Get My VIP Status,View/Search,vipTiers.getMyVipStatus,query,vipPortalProcedure,(none),all,VIP Client,/vip-portal,Get own VIP tier status,Client-wired,,server/routers/vipTiers.ts
Live Shopping,Sessions,Create Session,Create,liveShopping.createSession,mutation,protectedProcedure,(none),all,"Sales Rep, Manager",/live-shopping,Create live shopping session,Client-wired,,server/routers/liveShopping.ts
Live Shopping,Sessions,Get Active Sessions,View/Search,liveShopping.getActive,query,protectedProcedure,(none),all,All Sales,/live-shopping,Get active live shopping sessions,Client-wired,,server/routers/liveShopping.ts
Live Shopping,Sessions,Get Session,View/Search,liveShopping.getSession,query,protectedProcedure,(none),all,All Sales,/live-shopping/:id,Get specific session details,Client-wired,,server/routers/liveShopping.ts
Live Shopping,Sessions,End Session,State Transition,liveShopping.endSession,mutation,protectedProcedure,(none),all,Session Owner,/live-shopping/:id,End live shopping session,Client-wired,,server/routers/liveShopping.ts
Live Shopping,Sessions,Cancel Session,State Transition,liveShopping.cancelSession,mutation,protectedProcedure,(none),all,Session Owner,/live-shopping/:id,Cancel live shopping session,Client-wired,,server/routers/liveShopping.ts
Live Shopping,Sessions,Get Session Pick List,View/Search,liveShopping.getSessionPickList,query,protectedProcedure,(none),all,Warehouse,/live-shopping/:id,Get pick list for session,Client-wired,,server/routers/liveShopping.ts
Live Shopping,Cart,Add to Cart,Action,liveShopping.addToCart,mutation,protectedProcedure,(none),all,All Sales,/live-shopping/:id,Add item to cart,Client-wired,,server/routers/liveShopping.ts
Live Shopping,Cart,Remove from Cart,Action,liveShopping.removeFromCart,mutation,protectedProcedure,(none),all,All Sales,/live-shopping/:id,Remove item from cart,Client-wired,,server/routers/liveShopping.ts
Live Shopping,Cart,Update Cart Quantity,Update,liveShopping.updateCartQuantity,mutation,protectedProcedure,(none),all,All Sales,/live-shopping/:id,Update cart item quantity,Client-wired,,server/routers/liveShopping.ts
Live Shopping,Cart,Add Item with Status,Action,liveShopping.addItemWithStatus,mutation,protectedProcedure,(none),all,All Sales,/live-shopping/:id,Add item with specific status,Client-wired,,server/routers/liveShopping.ts
Live Shopping,Cart,Update Item Status,State Transition,liveShopping.updateItemStatus,mutation,protectedProcedure,(none),all,All Sales,/live-shopping/:id,Update item status (INTERESTED→WANT etc),Client-wired,,server/routers/liveShopping.ts
Live Shopping,Cart,Set Override Price,Update,liveShopping.setOverridePrice,mutation,protectedProcedure,(none),all,Manager,/live-shopping/:id,Override item price,Client-wired,,server/routers/liveShopping.ts
Live Shopping,Negotiations,Request Negotiation,Action,liveShopping.requestNegotiation,mutation,protectedProcedure,(none),all,All Users,/live-shopping/:id,Request price negotiation,Client-wired,,server/routers/liveShopping.ts
Live Shopping,Negotiations,Respond to Negotiation,Action,liveShopping.respondToNegotiation,mutation,protectedProcedure,(none),all,Session Owner,/live-shopping/:id,Respond to negotiation request,Client-wired,,server/routers/liveShopping.ts
Live Shopping,Negotiations,Get Negotiation History,View/Search,liveShopping.getNegotiationHistory,query,protectedProcedure,(none),all,All Sales,/live-shopping/:id,Get negotiation history,Client-wired,,server/routers/liveShopping.ts
Live Shopping,VIP Portal,Join Session,Action,vipPortalLiveShopping.joinSession,mutation,vipPortalProcedure,(none),all,VIP Client,/vip-portal/live-shopping,VIP client joins session,Client-wired,,server/routers/vipPortalLiveShopping.ts
Live Shopping,VIP Portal,Get Active Session,View/Search,vipPortalLiveShopping.getActiveSession,query,vipPortalProcedure,(none),all,VIP Client,/vip-portal/live-shopping,Get active session for VIP,Client-wired,,server/routers/vipPortalLiveShopping.ts
Live Shopping,VIP Portal,Search Products,View/Search,vipPortalLiveShopping.searchProducts,query,vipPortalProcedure,(none),all,VIP Client,/vip-portal/live-shopping,Search products in session,Client-wired,,server/routers/vipPortalLiveShopping.ts
Live Shopping,VIP Portal,Add Item,Action,vipPortalLiveShopping.addItemWithStatus,mutation,vipPortalProcedure,(none),all,VIP Client,/vip-portal/live-shopping,Add item to session cart,Client-wired,,server/routers/vipPortalLiveShopping.ts
Live Shopping,VIP Portal,Request Checkout,Action,vipPortalLiveShopping.requestCheckout,mutation,vipPortalProcedure,(none),all,VIP Client,/vip-portal/live-shopping,Request checkout,Client-wired,,server/routers/vipPortalLiveShopping.ts
Gamification,Leaderboard,Get Leaderboard,View/Search,leaderboard.list,query,protectedProcedure,(none),all,All Users,/leaderboard,Get leaderboard entries,Client-wired,,server/routers/leaderboard.ts
Gamification,Leaderboard,Get Leaderboard Entry,View/Search,leaderboard.get,query,protectedProcedure,(none),all,All Users,/leaderboard,Get specific leaderboard entry,Client-wired,,server/routers/leaderboard.ts
Gamification,Leaderboard,Save Leaderboard Config,Update,leaderboard.save,mutation,protectedProcedure,(none),all,Admin,/leaderboard,Save leaderboard configuration,Client-wired,,server/routers/leaderboard.ts
Gamification,Leaderboard,Get Defaults,View/Search,leaderboard.getDefaults,query,protectedProcedure,(none),all,All Users,/leaderboard,Get default leaderboard config,Client-wired,,server/routers/leaderboard.ts
Gamification,Leaderboard,Get Widget Data,Report,leaderboard.getWidgetData,query,protectedProcedure,(none),all,All Users,/dashboard,Get leaderboard widget data,Client-wired,,server/routers/leaderboard.ts
Gamification,Rewards,Get Balance,View/Search,gamification.getBalance,query,protectedProcedure,(none),all,All Users,/account,Get reward points balance,Client-wired,,server/routers/gamification.ts
Gamification,Rewards,Get Dashboard,Report,gamification.getDashboard,query,protectedProcedure,(none),all,All Users,/dashboard,Get gamification dashboard,Client-wired,,server/routers/gamification.ts
Gamification,Rewards,List Catalog,View/Search,gamification.listCatalog,query,protectedProcedure,(none),all,All Users,/rewards,List available rewards,Client-wired,,server/routers/gamification.ts
Gamification,Rewards,Redeem Reward,Action,gamification.redeem,mutation,protectedProcedure,(none),all,All Users,/rewards,Redeem reward points,Client-wired,,server/routers/gamification.ts
Gamification,Rewards,Record Referral,Action,gamification.recordReferral,mutation,protectedProcedure,(none),all,All Users,/clients,Record referral for points,Client-wired,,server/routers/gamification.ts
Gamification,Admin,Award Points,Action,gamification.award,mutation,adminProcedure,(none),all,Admin,/admin/gamification,Manually award points,Client-wired,,server/routers/gamification.ts
Gamification,Admin,Process Couch Tax,Action,gamification.processCouchTax,mutation,adminProcedure,(none),all,Admin,/admin/gamification,Process referral couch tax,Client-wired,,server/routers/gamification.ts
Samples,Sample Requests,List Samples,View/Search,samples.list,query,protectedProcedure,(none),all,All Sales,/samples,List sample requests,Client-wired,,server/routers/samples.ts
Samples,Sample Requests,Get by Client,View/Search,samples.getByClient,query,protectedProcedure,(none),all,All Sales,/samples,Get samples by client,Client-wired,,server/routers/samples.ts
Samples,Sample Requests,Get Pending,View/Search,samples.getPending,query,protectedProcedure,(none),all,All Sales,/samples,Get pending sample requests,Client-wired,,server/routers/samples.ts
Samples,Sample Requests,Get Expiring,View/Search,samples.getExpiring,query,protectedProcedure,(none),all,All Sales,/samples,Get expiring samples,Client-wired,,server/routers/samples.ts
Samples,Sample Requests,Create Request,Create,samples.createRequest,mutation,strictlyProtectedProcedure,(none),all,"Sales Rep, Manager",/samples/new,Create sample request,Client-wired,,server/routers/samples.ts
Samples,Sample Requests,Fulfill Request,State Transition,samples.fulfillRequest,mutation,strictlyProtectedProcedure,(none),all,Warehouse,/samples/:id,Fulfill sample request,Client-wired,,server/routers/samples.ts
Samples,Sample Requests,Cancel Request,State Transition,samples.cancelRequest,mutation,strictlyProtectedProcedure,(none),all,"Sales Rep, Manager",/samples/:id,Cancel sample request,Client-wired,,server/routers/samples.ts
Samples,Allocation,Get Monthly Allocation,View/Search,samples.getMonthlyAllocation,query,protectedProcedure,(none),all,All Sales,/samples,Get monthly allocation,Client-wired,,server/routers/samples.ts
Samples,Allocation,Set Monthly Allocation,Update,samples.setMonthlyAllocation,mutation,strictlyProtectedProcedure,(none),all,Manager,/samples/settings,Set monthly allocation,Client-wired,,server/routers/samples.ts
Samples,Returns,Request Return,Create,samples.requestReturn,mutation,strictlyProtectedProcedure,(none),all,"Sales Rep, Manager",/samples/:id,Request sample return,Client-wired,,server/routers/samples.ts
Samples,Returns,Approve Return,State Transition,samples.approveReturn,mutation,strictlyProtectedProcedure,(none),all,Manager,/samples/:id,Approve sample return,Client-wired,,server/routers/samples.ts
Samples,Analytics,Get Conversion Report,Report,samples.getConversionReport,query,protectedProcedure,(none),all,Manager,/samples/reports,Sample to order conversion,Client-wired,,server/routers/samples.ts
Samples,Analytics,Get ROI Analysis,Report,samples.getROIAnalysis,query,protectedProcedure,(none),all,Manager,/samples/reports,Sample ROI analysis,Client-wired,,server/routers/samples.ts
Returns,Returns,List Returns,View/Search,returns.list,query,protectedProcedure,(none),all,All Sales,/returns,List all returns,Client-wired,,server/routers/returns.ts
Returns,Returns,Get Return by ID,View/Search,returns.getById,query,protectedProcedure,(none),all,All Sales,/returns/:id,Get return details,Client-wired,,server/routers/returns.ts
Returns,Returns,Get by Order,View/Search,returns.getByOrder,query,protectedProcedure,(none),all,All Sales,/orders/:id/returns,Get returns for order,Client-wired,,server/routers/returns.ts
Returns,Returns,Create Return,Create,returns.create,mutation,protectedProcedure,(none),all,"Sales Rep, Manager",/returns/new,Create return request,Client-wired,,server/routers/returns.ts
Returns,Returns,Approve Return,State Transition,returns.approve,mutation,protectedProcedure,(none),all,Manager,/returns/:id,Approve return request,Client-wired,,server/routers/returns.ts
Returns,Returns,Reject Return,State Transition,returns.reject,mutation,protectedProcedure,(none),all,Manager,/returns/:id,Reject return request,Client-wired,,server/routers/returns.ts
Returns,Returns,Receive Return,State Transition,returns.receive,mutation,protectedProcedure,(none),all,Warehouse,/returns/:id,Receive returned items,Client-wired,,server/routers/returns.ts
Returns,Returns,Process Return,State Transition,returns.process,mutation,protectedProcedure,(none),all,Manager,/returns/:id,Process return completion,Client-wired,,server/routers/returns.ts
Returns,Returns,Get Stats,Report,returns.getStats,query,protectedProcedure,(none),all,Manager,/returns/dashboard,Return statistics,Client-wired,,server/routers/returns.ts
Returns,Refunds,Get Refund by ID,View/Search,refunds.getById,query,protectedProcedure,(none),all,All Sales,/refunds/:id,Get refund details,Client-wired,,server/routers/refunds.ts
Returns,Refunds,Create Refund,Create,refunds.create,mutation,protectedProcedure,(none),all,Manager,/returns/:id,Create refund for return,Client-wired,,server/routers/refunds.ts
Returns,Refunds,Get by Return,View/Search,refunds.getByReturn,query,protectedProcedure,(none),all,All Sales,/returns/:id,Get refund for return,Client-wired,,server/routers/refunds.ts
Purchase Orders,PO Core,List POs,View/Search,purchaseOrders.list,query,protectedProcedure,(none),all,"Purchasing, Manager",/purchase-orders,List purchase orders,Client-wired,,server/routers/purchaseOrders.ts
Purchase Orders,PO Core,Get PO by ID,View/Search,purchaseOrders.getById,query,protectedProcedure,(none),all,"Purchasing, Manager",/purchase-orders/:id,Get PO details,Client-wired,,server/routers/purchaseOrders.ts
Purchase Orders,PO Core,Get PO with Details,View/Search,purchaseOrders.getByIdWithDetails,query,protectedProcedure,(none),all,"Purchasing, Manager",/purchase-orders/:id,Get PO with line items,Client-wired,,server/routers/purchaseOrders.ts
Purchase Orders,PO Core,Create PO,Create,purchaseOrders.create,mutation,protectedProcedure,(none),all,"Purchasing, Manager",/purchase-orders/new,Create purchase order,Client-wired,,server/routers/purchaseOrders.ts
Purchase Orders,PO Core,Update PO,Update,purchaseOrders.update,mutation,protectedProcedure,(none),all,"Purchasing, Manager",/purchase-orders/:id,Update purchase order,Client-wired,,server/routers/purchaseOrders.ts
Purchase Orders,PO Core,Delete PO,Delete,purchaseOrders.delete,mutation,protectedProcedure,(none),all,Manager,/purchase-orders/:id,Delete purchase order,Client-wired,,server/routers/purchaseOrders.ts
Purchase Orders,PO Core,Confirm PO,State Transition,purchaseOrders.confirm,mutation,protectedProcedure,(none),all,Manager,/purchase-orders/:id,Confirm PO (DRAFT→CONFIRMED),Client-wired,,server/routers/purchaseOrders.ts
Purchase Orders,PO Core,Submit PO,State Transition,purchaseOrders.submit,mutation,protectedProcedure,(none),all,Purchasing,/purchase-orders/:id,Submit PO to vendor,Client-wired,,server/routers/purchaseOrders.ts
Purchase Orders,PO Core,Update Status,State Transition,purchaseOrders.updateStatus,mutation,protectedProcedure,(none),all,Manager,/purchase-orders/:id,Update PO status,Client-wired,,server/routers/purchaseOrders.ts
Purchase Orders,PO Items,Add Item,Create,purchaseOrders.addItem,mutation,protectedProcedure,(none),all,Purchasing,/purchase-orders/:id,Add item to PO,Client-wired,,server/routers/purchaseOrders.ts
Purchase Orders,PO Items,Update Item,Update,purchaseOrders.updateItem,mutation,protectedProcedure,(none),all,Purchasing,/purchase-orders/:id,Update PO line item,Client-wired,,server/routers/purchaseOrders.ts
Purchase Orders,PO Items,Delete Item,Delete,purchaseOrders.deleteItem,mutation,protectedProcedure,(none),all,Purchasing,/purchase-orders/:id,Delete PO line item,Client-wired,,server/routers/purchaseOrders.ts
Purchase Orders,Receiving,Receive Goods,Action,poReceiving.receive,mutation,protectedProcedure,(none),all,Warehouse,/purchase-orders/:id/receive,Receive PO goods,Client-wired,,server/routers/poReceiving.ts
Purchase Orders,Receiving,Receive with Batch,Action,poReceiving.receiveGoodsWithBatch,mutation,protectedProcedure,(none),all,Warehouse,/purchase-orders/:id/receive,Receive and create batch,Client-wired,,server/routers/poReceiving.ts
Purchase Orders,Receiving,Get Receiving History,View/Search,poReceiving.getReceivingHistory,query,protectedProcedure,(none),all,Warehouse,/purchase-orders/:id,Get PO receiving history,Client-wired,,server/routers/poReceiving.ts
Purchase Orders,Receiving,Get Pending,View/Search,poReceiving.getPendingReceiving,query,protectedProcedure,(none),all,Warehouse,/purchase-orders,Get POs awaiting receiving,Client-wired,,server/routers/poReceiving.ts
Storage,Sites,List Sites,View/Search,storage.listSites,query,protectedProcedure,(none),all,"Warehouse, Manager",/locations,List storage sites,Client-wired,,server/routers/storage.ts
Storage,Sites,Get Site,View/Search,storage.getSite,query,protectedProcedure,(none),all,"Warehouse, Manager",/locations/:id,Get site details,Client-wired,,server/routers/storage.ts
Storage,Sites,Create Site,Create,storage.createSite,mutation,protectedProcedure,(none),all,Manager,/locations/new,Create storage site,Client-wired,,server/routers/storage.ts
Storage,Sites,Update Site,Update,storage.updateSite,mutation,protectedProcedure,(none),all,Manager,/locations/:id,Update storage site,Client-wired,,server/routers/storage.ts
Storage,Sites,Delete Site,Delete,storage.deleteSite,mutation,protectedProcedure,(none),all,Admin,/locations/:id,Delete storage site,Client-wired,,server/routers/storage.ts
Storage,Zones,List Zones,View/Search,storage.listZones,query,protectedProcedure,(none),all,Warehouse,/locations/:id/zones,List storage zones,Client-wired,,server/routers/storage.ts
Storage,Zones,Create Zone,Create,storage.createZone,mutation,protectedProcedure,(none),all,Manager,/locations/:id/zones,Create storage zone,Client-wired,,server/routers/storage.ts
Storage,Zones,Update Zone,Update,storage.updateZone,mutation,protectedProcedure,(none),all,Manager,/locations/:id/zones/:zoneId,Update storage zone,Client-wired,,server/routers/storage.ts
Storage,Zones,Delete Zone,Delete,storage.deleteZone,mutation,protectedProcedure,(none),all,Admin,/locations/:id/zones/:zoneId,Delete storage zone,Client-wired,,server/routers/storage.ts
Storage,Transfers,List Transfers,View/Search,storage.listTransfers,query,protectedProcedure,(none),all,Warehouse,/locations/transfers,List inter-site transfers,Client-wired,,server/routers/storage.ts
Storage,Transfers,Create Transfer,Create,storage.createTransfer,mutation,protectedProcedure,(none),all,Warehouse,/locations/transfers/new,Create transfer request,Client-wired,,server/routers/storage.ts
Storage,Transfers,Ship Transfer,State Transition,storage.shipTransfer,mutation,protectedProcedure,(none),all,Warehouse,/locations/transfers/:id,Mark transfer as shipped,Client-wired,,server/routers/storage.ts
Storage,Transfers,Receive Transfer,State Transition,storage.receiveTransfer,mutation,protectedProcedure,(none),all,Warehouse,/locations/transfers/:id,Receive transfer at destination,Client-wired,,server/routers/storage.ts
Storage,Transfers,Cancel Transfer,State Transition,storage.cancelTransfer,mutation,protectedProcedure,(none),all,Manager,/locations/transfers/:id,Cancel transfer,Client-wired,,server/routers/storage.ts
Storage,Warehouse,Transfer Inventory,Action,warehouseTransfers.transfer,mutation,protectedProcedure,(none),all,Warehouse,/inventory/:id,Transfer between warehouses,Client-wired,,server/routers/warehouseTransfers.ts
Storage,Warehouse,Get Transfer History,View/Search,warehouseTransfers.getTransferHistory,query,protectedProcedure,(none),all,Warehouse,/inventory/:id,Get transfer history for batch,Client-wired,,server/routers/warehouseTransfers.ts
Scheduling,Shifts,List Shifts,View/Search,scheduling.listShifts,query,protectedProcedure,(none),all,All Users,/scheduling,List employee shifts,Client-wired,,server/routers/scheduling.ts
Scheduling,Shifts,Create Shift,Create,scheduling.createShift,mutation,protectedProcedure,(none),all,Manager,/scheduling/new,Create employee shift,Client-wired,,server/routers/scheduling.ts
Scheduling,Shifts,Update Shift Status,State Transition,scheduling.updateShiftStatus,mutation,protectedProcedure,(none),all,Manager,/scheduling/:id,Update shift status,Client-wired,,server/routers/scheduling.ts
Scheduling,Shifts,Delete Shift,Delete,scheduling.deleteShift,mutation,protectedProcedure,(none),all,Manager,/scheduling/:id,Delete shift,Client-wired,,server/routers/scheduling.ts
Scheduling,Rooms,List Rooms,View/Search,scheduling.listRooms,query,protectedProcedure,(none),all,All Users,/scheduling/rooms,List meeting rooms,Client-wired,,server/routers/scheduling.ts
Scheduling,Rooms,Create Room,Create,scheduling.createRoom,mutation,protectedProcedure,(none),all,Manager,/scheduling/rooms/new,Create meeting room,Client-wired,,server/routers/scheduling.ts
Scheduling,Bookings,List Bookings,View/Search,scheduling.listBookings,query,protectedProcedure,(none),all,All Users,/scheduling/bookings,List room bookings,Client-wired,,server/routers/scheduling.ts
Scheduling,Bookings,Create Booking,Create,scheduling.createBooking,mutation,protectedProcedure,(none),all,All Users,/scheduling/bookings/new,Book a room,Client-wired,,server/routers/scheduling.ts
Scheduling,Bookings,Cancel Booking,State Transition,scheduling.cancelBooking,mutation,protectedProcedure,(none),all,All Users,/scheduling/bookings/:id,Cancel room booking,Client-wired,,server/routers/scheduling.ts
Scheduling,Bookings,Check Availability,View/Search,scheduling.checkAvailability,query,protectedProcedure,(none),all,All Users,/scheduling,Check room availability,Client-wired,,server/routers/scheduling.ts
Scheduling,Deliveries,List Delivery Schedules,View/Search,scheduling.listDeliverySchedules,query,protectedProcedure,(none),all,All Users,/scheduling/deliveries,List delivery schedules,Client-wired,,server/routers/scheduling.ts
Scheduling,Deliveries,Create Delivery Schedule,Create,scheduling.createDeliverySchedule,mutation,protectedProcedure,(none),all,Logistics,/scheduling/deliveries/new,Schedule delivery,Client-wired,,server/routers/scheduling.ts
Scheduling,Deliveries,Update Delivery Status,State Transition,scheduling.updateDeliveryStatus,mutation,protectedProcedure,(none),all,Logistics,/scheduling/deliveries/:id,Update delivery status,Client-wired,,server/routers/scheduling.ts
Scheduling,Deliveries,Get Overdue Deliveries,View/Search,scheduling.getOverdueDeliveries,query,protectedProcedure,(none),all,Manager,/scheduling/deliveries,Get overdue deliveries,Client-wired,,server/routers/scheduling.ts
Scheduling,Queue,Get Live Queue,View/Search,scheduling.getLiveQueue,query,protectedProcedure,(none),all,All Users,/scheduling/queue,Get live check-in queue,Client-wired,,server/routers/scheduling.ts
Scheduling,Queue,Check In,Action,scheduling.checkIn,mutation,protectedProcedure,(none),all,All Users,/scheduling/queue,Check in to queue,Client-wired,,server/routers/scheduling.ts
Scheduling,Time Off,Request Time Off,Create,timeOffRequests.request,mutation,protectedProcedure,(none),all,All Users,/scheduling/time-off,Submit time off request,Client-wired,,server/routers/timeOffRequests.ts
Scheduling,Time Off,Approve Request,State Transition,timeOffRequests.approve,mutation,protectedProcedure,(none),all,Manager,/scheduling/time-off/:id,Approve time off request,Client-wired,,server/routers/timeOffRequests.ts
Scheduling,Time Off,Reject Request,State Transition,timeOffRequests.reject,mutation,protectedProcedure,(none),all,Manager,/scheduling/time-off/:id,Reject time off request,Client-wired,,server/routers/timeOffRequests.ts
Scheduling,Time Off,List Requests,View/Search,timeOffRequests.list,query,protectedProcedure,(none),all,All Users,/scheduling/time-off,List time off requests,Client-wired,,server/routers/timeOffRequests.ts
Scheduling,Hour Tracking,Clock In,Action,hourTracking.clockIn,mutation,protectedProcedure,(none),all,All Users,/scheduling,Clock in for shift,Client-wired,,server/routers/hourTracking.ts
Scheduling,Hour Tracking,Clock Out,Action,hourTracking.clockOut,mutation,protectedProcedure,(none),all,All Users,/scheduling,Clock out from shift,Client-wired,,server/routers/hourTracking.ts
Scheduling,Hour Tracking,Get Timesheet,Report,hourTracking.getTimesheet,query,protectedProcedure,(none),all,All Users,/scheduling/timesheet,Get user timesheet,Client-wired,,server/routers/hourTracking.ts
Scheduling,Hour Tracking,Get Hours Report,Report,hourTracking.getHoursReport,query,protectedProcedure,(none),all,Manager,/scheduling/reports,Get hours worked report,Client-wired,,server/routers/hourTracking.ts
COGS,COGS,Get COGS Summary,Report,cogs.getCOGS,query,protectedProcedure,(none),all,"Manager, Accounting",/settings/cogs,Get COGS summary for period with revenue and margins,Client-wired,,server/routers/cogs.ts
COGS,COGS,Calculate Impact,View/Search,cogs.calculateImpact,query,protectedProcedure,(none),all,"Manager, Accounting",/settings/cogs,Model impact of COGS changes on pending orders,Client-wired,,server/routers/cogs.ts
COGS,COGS,Update Batch COGS,Update,cogs.updateBatchCogs,mutation,protectedProcedure,(none),all,"Manager, Accounting",/inventory/:id,Update batch COGS with audit trail,Client-wired,,server/routers/cogs.ts
COGS,COGS,Get History,View/Search,cogs.getHistory,query,protectedProcedure,(none),all,"Manager, Accounting",/inventory/:id,Get COGS adjustment history,Client-wired,,server/routers/cogs.ts
COGS,COGS,Get COGS By Batch,Report,cogs.getCOGSByBatch,query,protectedProcedure,(none),all,"Manager, Accounting",/reports/cogs,Get COGS breakdown by batch,Client-wired,,server/routers/cogs.ts
Client Ledger,Ledger,Get Ledger,View/Search,clientLedger.getLedger,query,protectedProcedure,(none),all,All Users,/clients/:id/ledger,Get complete ledger with running balance,Client-wired,,server/routers/clientLedger.ts
Client Ledger,Ledger,Get Balance As Of,View/Search,clientLedger.getBalanceAsOf,query,protectedProcedure,(none),all,All Users,/clients/:id/ledger,Calculate balance as of specific date,Client-wired,,server/routers/clientLedger.ts
